0	0	6	0	0	6	0	0	6	0	0	6	-2	0	76	-2	0	64	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	72	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	32	-2	0	36	-2	0	100	-2	0	100	-2	0	68	-2	0	64	-2	0	0	-2	0	0	-2	0	0	-2	0	0
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	-52	-2	0	64	-2	0	32	-2	0	36	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	68	-2	0	64	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	32	-2	0	38	0	3	4	0	3	4	0	3	4	0	3	4	-2	0	76	-2	0	64	-2	0	0	-2	0	0	-2	0	0
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	72	-2	0	34	-2	16	-5	0	0	2	-2	16	-5	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	-2	0	72	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	32	-2	0	38	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	0	76	-2	0	64	-2	0	0	-2	0	0
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	-20	-2	0	118	-2	16	-2	0	0	2	-2	16	-2	0	0	2	-2	16	-39	-2	16	-111	-2	16	-111	-2	16	-109	0	0	2	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	32	-2	0	38	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	0	76	-2	0	64	-2	0	0
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	4	2	0	4	2	0	1	3	0	1	3	0	1	3	0	1	3	-2	16	-56	-2	16	0	-2	16	0	-2	16	16	-2	16	51	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	32	-2	0	38	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	0	76	-2	0	64
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	-39	-2	0	-77	-2	16	-35	-2	16	-47	-2	16	-77	0	1	3	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	32	-2	0	38	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	0	72
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	-56	-2	0	50	0	0	2	-2	16	72	-2	16	50	0	1	3	-2	16	-20	-2	16	100	-2	16	100	-2	16	100	-2	16	118	-2	0	-20	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	102	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	38	-7	-2	38	-75	-2	38	-43	-2	38	-13	0	3	4	0	3	4	0	3	4	0	3	4	-2	0	-52
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	-56	-2	0	50	0	0	2	-2	16	-56	-2	16	18	0	1	3	0	1	3	0	0	3	0	0	3	0	0	3	0	0	3	1	3	3	1	4	3	1	5	3	1	6	3	1	4	3	1	5	3	1	3	3	1	4	3	1	6	3	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	38	-22	-2	24	-3	-2	24	-9	-2	38	122	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4
0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	0	-56	-2	0	50	0	0	2	-2	16	-56	-2	16	16	-2	16	17	-2	16	-77	0	0	3	0	0	3	0	0	3	0	0	3	1	3	3	1	4	3	1	5	3	1	3	3	1	4	3	1	6	3	1	3	3	1	4	3	1	5	3	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4	-2	38	-6	-2	0	-3	-2	0	-9	-2	38	-6	0	3	4	0	3	4	0	3	4	0	3	4	0	3	4
